vessel_id,timestamp,lat,lon,speed_knots,heading_deg,linked_slick_id
209462781,2019-11-11T20:59:54Z,35.2579,31.62342,7.5,255.1,SLK-0011
209462781,2019-11-11T21:14:54Z,35.24189,31.58896,6.1000000000000005,253.2,SLK-0011
209462781,2019-11-11T21:29:54Z,35.23723,31.55507,6.2,248.0,SLK-0011
209462781,2019-11-11T21:44:54Z,35.22535,31.51929,6.0,247.6,SLK-0011
209569618,2019-04-02T16:38:28Z,33.61609,32.04409,13.5,205.4,
209569618,2019-04-02T16:58:28Z,33.5544,32.00143,13.700000000000001,214.3,
209569618,2019-04-02T17:18:28Z,33.49271,31.95877,12.4,204.2,
209569618,2019-04-02T17:38:28Z,33.43102,31.9161,13.0,215.7,
209569618,2019-04-02T17:58:28Z,33.36933,31.87344,11.9,215.0,
209569618,2019-04-02T18:18:28Z,33.30765,31.83078,11.8,211.1,
209569618,2019-04-02T18:38:28Z,33.24596,31.78812,13.4,215.1,
209569618,2019-04-02T18:58:28Z,33.18427,31.74546,13.3,207.3,
209569618,2019-04-02T19:18:28Z,33.12258,31.70279,12.100000000000001,213.6,
209569618,2019-04-02T19:38:28Z,33.06089,31.66013,12.8,209.7,
209569618,2019-04-02T19:58:28Z,32.9992,31.61747,13.8,203.3,
209660649,2019-10-17T22:43:34Z,32.43214,31.37281,15.6,175.4,SLK-0068
209660649,2019-10-17T22:58:34Z,32.36609,31.38359,15.0,172.1,SLK-0068
209660649,2019-10-17T23:13:34Z,32.3052,31.38838,16.0,171.7,SLK-0068
209660649,2019-10-17T23:28:34Z,32.23686,31.40382,16.2,168.4,SLK-0068
209660649,2019-10-17T23:43:34Z,32.1785,31.41966,15.1,168.9,SLK-0068
209662926,2019-04-05T18:08:45Z,33.54653,33.40226,12.299999999999999,253.0,SLK-0009
209662926,2019-04-05T18:23:45Z,33.5286,33.34363,13.1,251.4,SLK-0009
209662926,2019-04-05T18:38:45Z,33.5128,33.28242,12.2,257.7,SLK-0009
209662926,2019-04-05T18:53:45Z,33.49575,33.2255,12.899999999999999,249.0,SLK-0009
209662926,2019-04-05T19:08:45Z,33.48024,33.16573,12.799999999999999,247.0,SLK-0009
209662926,2019-04-05T19:23:45Z,33.4652,33.10005,13.299999999999999,253.0,SLK-0009
209662926,2019-04-05T19:38:45Z,33.44793,33.0452,12.6,254.5,SLK-0009
209834906,2019-08-06T04:12:34Z,35.80662,30.31453,16.2,168.6,
209834906,2019-08-06T04:32:34Z,35.72254,30.34829,16.0,158.2,
209834906,2019-08-06T04:52:34Z,35.63845,30.38205,16.5,162.6,
209834906,2019-08-06T05:12:34Z,35.55437,30.4158,15.3,168.0,
209834906,2019-08-06T05:32:34Z,35.47028,30.44956,16.9,161.8,
209834906,2019-08-06T05:52:34Z,35.3862,30.48332,16.6,162.5,
209887638,2019-07-26T00:38:11Z,35.41483,32.88665,9.799999999999999,49.5,SLK-0073
209887638,2019-07-26T00:53:11Z,35.43535,32.92545,10.299999999999999,58.3,SLK-0073
209887638,2019-07-26T01:08:11Z,35.46572,32.9645,9.299999999999999,58.2,SLK-0073
209887638,2019-07-26T01:23:11Z,35.48744,33.00775,9.799999999999999,58.9,SLK-0073
209887638,2019-07-26T01:38:11Z,35.50486,33.04532,10.1,53.8,SLK-0073
209887638,2019-07-26T01:53:11Z,35.53087,33.09081,9.5,49.2,SLK-0073
209887638,2019-07-26T02:08:11Z,35.55699,33.12332,10.4,49.1,SLK-0073
209914113,2019-07-09T18:20:01Z,34.68073,31.3204,9.1,139.3,SLK-0113
209914113,2019-07-09T18:35:01Z,34.64991,31.35453,9.8,127.8,SLK-0113
209914113,2019-07-09T18:50:01Z,34.63056,31.38523,8.4,129.6,SLK-0113
209914113,2019-07-09T19:05:01Z,34.59883,31.41305,8.5,136.6,SLK-0113
209914113,2019-07-09T19:20:01Z,34.57691,31.44969,8.2,129.5,SLK-0113
209926680,2019-04-02T06:50:13Z,34.07942,33.75336,8.9,79.2,SLK-0002
209926680,2019-04-02T07:05:13Z,34.09505,33.79343,8.0,75.9,SLK-0002
209926680,2019-04-02T07:20:13Z,34.09963,33.8294,9.200000000000001,75.3,SLK-0002
209926680,2019-04-02T07:35:13Z,34.10971,33.87017,8.3,79.7,SLK-0002
209926680,2019-04-02T07:50:13Z,34.12122,33.91388,8.3,75.6,SLK-0002
209926680,2019-04-02T08:05:13Z,34.12965,33.95364,8.8,69.7,SLK-0002
209926680,2019-04-02T08:20:13Z,34.14344,33.99136,7.6000000000000005,71.5,SLK-0002
209926680,2019-04-02T08:35:13Z,34.14904,34.03685,9.0,73.4,SLK-0002
209926680,2019-04-02T08:50:13Z,34.16104,34.07823,8.1,77.3,SLK-0002
209940201,2019-07-09T18:05:01Z,34.5986,31.01046,15.4,96.9,SLK-0113
209940201,2019-07-09T18:20:01Z,34.5948,31.0854,16.0,95.3,SLK-0113
209940201,2019-07-09T18:35:01Z,34.58088,31.16941,15.200000000000001,93.8,SLK-0113
209940201,2019-07-09T18:50:01Z,34.57979,31.24082,15.4,100.7,SLK-0113
209940201,2019-07-09T19:05:01Z,34.56651,31.32401,16.1,95.6,SLK-0113
209940201,2019-07-09T19:20:01Z,34.55531,31.40484,16.5,94.0,SLK-0113
209964617,2019-06-12T04:12:09Z,34.36126,32.26101,8.700000000000001,24.3,
209964617,2019-06-12T04:32:09Z,34.40423,32.28323,8.4,21.8,
209964617,2019-06-12T04:52:09Z,34.44719,32.30544,8.1,28.3,
209964617,2019-06-12T05:12:09Z,34.49016,32.32766,9.0,21.2,
209964617,2019-06-12T05:32:09Z,34.53313,32.34988,8.5,17.7,
209964617,2019-06-12T05:52:09Z,34.57609,32.37209,7.7,17.9,
209964617,2019-06-12T06:12:09Z,34.61906,32.39431,8.3,22.0,
209964617,2019-06-12T06:32:09Z,34.66203,32.41652,8.5,19.4,
209964617,2019-06-12T06:52:09Z,34.705,32.43874,7.7,31.0,
209964617,2019-06-12T07:12:09Z,34.74796,32.46096,8.5,28.0,
209966487,2019-04-17T16:38:04Z,34.54053,28.01326,12.2,329.0,
209966487,2019-04-17T16:58:04Z,34.5984,27.97025,12.7,328.3,
209966487,2019-04-17T17:18:04Z,34.65626,27.92724,11.899999999999999,333.5,
209966487,2019-04-17T17:38:04Z,34.71413,27.88423,11.299999999999999,321.3,
209966487,2019-04-17T17:58:04Z,34.772,27.84122,11.6,323.1,
209966487,2019-04-17T18:18:04Z,34.82987,27.79821,12.399999999999999,333.5,
209966487,2019-04-17T18:38:04Z,34.88773,27.7552,12.5,329.4,
209966487,2019-04-17T18:58:04Z,34.9456,27.71219,11.399999999999999,334.3,
209966487,2019-04-17T19:18:04Z,35.00347,27.66919,11.399999999999999,328.9,
209966487,2019-04-17T19:38:04Z,35.06134,27.62618,12.899999999999999,325.3,
237129294,2019-01-31T23:36:59Z,34.80649,34.78819,12.4,339.6,SLK-0090
237129294,2019-01-31T23:51:59Z,34.85546,34.76634,11.9,336.7,SLK-0090
237129294,2019-02-01T00:06:59Z,34.89766,34.7523,11.4,336.4,SLK-0090
237129294,2019-02-01T00:21:59Z,34.94578,34.72855,12.100000000000001,342.4,SLK-0090
237129294,2019-02-01T00:36:59Z,34.99996,34.71411,11.3,342.7,SLK-0090
237144880,2019-06-11T21:26:55Z,34.31844,31.85257,15.6,118.0,SLK-0121
237144880,2019-06-11T21:41:55Z,34.28677,31.92039,16.0,117.8,SLK-0121
237144880,2019-06-11T21:56:55Z,34.24854,31.99204,15.5,116.5,SLK-0121
237144880,2019-06-11T22:11:55Z,34.21536,32.05774,15.9,118.9,SLK-0121
237144880,2019-06-11T22:26:55Z,34.18499,32.13073,16.2,125.0,SLK-0121
237144880,2019-06-11T22:41:55Z,34.15417,32.20321,15.8,116.8,SLK-0121
237144880,2019-06-11T22:56:55Z,34.11892,32.27023,15.6,124.1,SLK-0121
237319999,2019-06-25T10:49:10Z,34.52176,30.74731,6.7,166.4,SLK-0047
237319999,2019-06-25T11:04:10Z,34.49073,30.75965,6.7,167.1,SLK-0047
237319999,2019-06-25T11:19:10Z,34.46498,30.75936,5.7,169.2,SLK-0047
237319999,2019-06-25T11:34:10Z,34.44594,30.77109,5.8,162.6,SLK-0047
237319999,2019-06-25T11:49:10Z,34.41982,30.78013,6.8,166.9,SLK-0047
237319999,2019-06-25T12:04:10Z,34.39454,30.78462,5.7,169.9,SLK-0047
237377494,2019-01-13T13:20:50Z,36.13624,33.01858,9.3,216.9,SLK-0006
237377494,2019-01-13T13:35:50Z,36.10741,32.9831,10.0,219.6,SLK-0006
237377494,2019-01-13T13:50:50Z,36.07891,32.94972,8.700000000000001,215.6,SLK-0006
237377494,2019-01-13T14:05:50Z,36.05399,32.91423,9.700000000000001,225.5,SLK-0006
237377494,2019-01-13T14:20:50Z,36.02541,32.88179,9.3,215.7,SLK-0006
237377494,2019-01-13T14:35:50Z,35.98895,32.85269,9.200000000000001,219.9,SLK-0006
237377494,2019-01-13T14:50:50Z,35.96014,32.82272,9.600000000000001,219.5,SLK-0006
237377494,2019-01-13T15:05:50Z,35.93663,32.78963,9.8,223.9,SLK-0006
237377494,2019-01-13T15:20:50Z,35.9054,32.75814,9.0,218.2,SLK-0006
237514984,2019-01-08T16:38:22Z,31.88049,33.50011,16.5,232.5,
237514984,2019-01-08T16:58:22Z,31.82898,33.41306,16.7,239.5,
237514984,2019-01-08T17:18:22Z,31.77747,33.326,15.299999999999999,229.4,
237514984,2019-01-08T17:38:22Z,31.72596,33.23895,17.0,229.9,
237514984,2019-01-08T17:58:22Z,31.67445,33.1519,16.7,229.9,
237514984,2019-01-08T18:18:22Z,31.62295,33.06484,15.299999999999999,228.3,
237514984,2019-01-08T18:38:22Z,31.57144,32.97779,15.7,235.1,
237514984,2019-01-08T18:58:22Z,31.51993,32.89074,15.799999999999999,235.5,
237514984,2019-01-08T19:18:22Z,31.46842,32.80368,16.9,230.4,
237514984,2019-01-08T19:38:22Z,31.41691,32.71663,16.5,232.8,
237514984,2019-01-08T19:58:22Z,31.3654,32.62958,16.2,239.5,
237514984,2019-01-08T20:18:22Z,31.31389,32.54253,16.7,240.4,
237516119,2019-02-15T04:12:50Z,33.94917,31.8618,18.099999999999998,247.2,
237516119,2019-02-15T04:32:50Z,33.91439,31.75294,18.099999999999998,251.7,
237516119,2019-02-15T04:52:50Z,33.8796,31.64408,17.4,247.5,
237516119,2019-02-15T05:12:50Z,33.84482,31.53522,17.9,242.3,
237516119,2019-02-15T05:32:50Z,33.81004,31.42636,17.4,241.0,
237516119,2019-02-15T05:52:50Z,33.77526,31.31749,17.0,252.5,
237564903,2019-04-05T16:58:26Z,35.99525,28.9331,13.0,281.8,SLK-0012
237564903,2019-04-05T17:13:26Z,36.0146,28.86776,12.0,286.6,SLK-0012
237564903,2019-04-05T17:28:26Z,36.02409,28.80469,12.1,287.4,SLK-0012
237564903,2019-04-05T17:43:26Z,36.03153,28.74788,13.2,284.8,SLK-0012
237564903,2019-04-05T17:58:26Z,36.04212,28.68733,13.1,282.9,SLK-0012
237564903,2019-04-05T18:13:26Z,36.05539,28.61522,12.2,287.0,SLK-0012
237564903,2019-04-05T18:28:26Z,36.06912,28.56143,11.8,283.5,SLK-0012
237564903,2019-04-05T18:43:26Z,36.08343,28.49118,13.1,288.8,SLK-0012
237564903,2019-04-05T18:58:26Z,36.09611,28.43348,12.6,285.6,SLK-0012
237597648,2019-07-25T18:44:24Z,34.00968,33.40625,10.4,199.9,SLK-0103
237597648,2019-07-25T18:59:24Z,33.97466,33.38743,10.0,200.4,SLK-0103
237597648,2019-07-25T19:14:24Z,33.93658,33.37995,9.9,197.3,SLK-0103
237597648,2019-07-25T19:29:24Z,33.89733,33.35822,9.799999999999999,201.8,SLK-0103
237597648,2019-07-25T19:44:24Z,33.86262,33.34788,9.299999999999999,200.5,SLK-0103
237597648,2019-07-25T19:59:24Z,33.82025,33.33093,9.9,194.8,SLK-0103
237597648,2019-07-25T20:14:24Z,33.78659,33.31594,8.9,200.9,SLK-0103
237597648,2019-07-25T20:29:24Z,33.74615,33.30634,8.9,197.2,SLK-0103
237617778,2019-12-21T11:10:54Z,32.89804,30.23031,4.2,239.2,SLK-0081
237617778,2019-12-21T11:25:54Z,32.89218,30.21429,4.8999999999999995,240.1,SLK-0081
237617778,2019-12-21T11:40:54Z,32.88209,30.18864,4.8999999999999995,230.9,SLK-0081
237617778,2019-12-21T11:55:54Z,32.86899,30.17148,3.9,231.0,SLK-0081
237617778,2019-12-21T12:10:54Z,32.85952,30.15385,3.5,233.9,SLK-0081
237619045,2019-08-13T12:52:23Z,34.23773,31.16338,9.1,200.6,SLK-0037
237619045,2019-08-13T13:07:23Z,34.19665,31.15203,8.899999999999999,200.0,SLK-0037
237619045,2019-08-13T13:22:23Z,34.16142,31.12849,8.7,200.8,SLK-0037
237619045,2019-08-13T13:37:23Z,34.13127,31.11469,9.5,201.1,SLK-0037
237619045,2019-08-13T13:52:23Z,34.08716,31.10716,8.399999999999999,192.8,SLK-0037
237619045,2019-08-13T14:07:23Z,34.05527,31.08591,9.399999999999999,200.2,SLK-0037
237619045,2019-08-13T14:22:23Z,34.0179,31.07476,9.899999999999999,197.5,SLK-0037
237965347,2019-09-09T18:22:12Z,35.56756,35.72504,15.4,326.1,SLK-0029
237965347,2019-09-09T18:37:12Z,35.61177,35.67647,15.4,322.7,SLK-0029
237965347,2019-09-09T18:52:12Z,35.65939,35.63003,14.5,317.3,SLK-0029
237965347,2019-09-09T19:07:12Z,35.71569,35.57776,15.9,324.1,SLK-0029
237965347,2019-09-09T19:22:12Z,35.76448,35.52678,14.8,325.1,SLK-0029
237965347,2019-09-09T19:37:12Z,35.81011,35.47815,15.8,323.1,SLK-0029
237965347,2019-09-09T19:52:12Z,35.86647,35.43527,15.9,317.6,SLK-0029
237965347,2019-09-09T20:07:12Z,35.91526,35.38388,15.100000000000001,320.5,SLK-0029
237965347,2019-09-09T20:22:12Z,35.96818,35.33198,15.600000000000001,327.7,SLK-0029
247053005,2019-01-13T06:13:53Z,33.73902,27.62349,11.6,28.5,SLK-0130
247053005,2019-01-13T06:28:53Z,33.77945,27.65313,11.1,32.9,SLK-0130
247053005,2019-01-13T06:43:53Z,33.81795,27.68554,10.700000000000001,33.9,SLK-0130
247053005,2019-01-13T06:58:53Z,33.86266,27.70572,12.1,29.3,SLK-0130
247053005,2019-01-13T07:13:53Z,33.90321,27.74109,12.0,32.2,SLK-0130
247053005,2019-01-13T07:28:53Z,33.9413,27.77182,10.9,33.1,SLK-0130
247053005,2019-01-13T07:43:53Z,33.97987,27.80351,11.1,30.5,SLK-0130
247053005,2019-01-13T07:58:53Z,34.02615,27.82917,12.0,25.2,SLK-0130
247053005,2019-01-13T08:13:53Z,34.06399,27.85804,12.200000000000001,30.0,SLK-0130
247065724,2019-11-22T16:38:19Z,32.88423,32.91648,12.5,191.5,
247065724,2019-11-22T16:58:19Z,32.81995,32.91001,11.4,179.2,
247065724,2019-11-22T17:18:19Z,32.75566,32.90354,11.0,191.1,
247065724,2019-11-22T17:38:19Z,32.69138,32.89706,11.9,189.2,
247065724,2019-11-22T17:58:19Z,32.62709,32.89059,12.6,186.2,
247065724,2019-11-22T18:18:19Z,32.56281,32.88412,10.6,185.3,
247065724,2019-11-22T18:38:19Z,32.49852,32.87765,11.4,183.2,
247065724,2019-11-22T18:58:19Z,32.43424,32.87117,12.4,185.1,
247126781,2019-08-23T05:30:21Z,33.053,34.85361,9.6,218.0,SLK-0083
247126781,2019-08-23T05:45:21Z,33.01964,34.81723,10.4,211.8,SLK-0083
247126781,2019-08-23T06:00:21Z,32.98633,34.79121,10.6,214.8,SLK-0083
247126781,2019-08-23T06:15:21Z,32.96022,34.76141,9.6,220.0,SLK-0083
247126781,2019-08-23T06:30:21Z,32.92252,34.73033,10.200000000000001,216.9,SLK-0083
247126781,2019-08-23T06:45:21Z,32.8886,34.70042,9.700000000000001,214.2,SLK-0083
247126781,2019-08-23T07:00:21Z,32.8529,34.66865,9.700000000000001,215.0,SLK-0083
247126781,2019-08-23T07:15:21Z,32.81846,34.64336,10.4,219.9,SLK-0083
247126781,2019-08-23T07:30:21Z,32.79121,34.61275,10.1,219.2,SLK-0083
247273721,2019-04-06T01:02:09Z,33.4606,30.7333,9.0,174.4,SLK-0053
247273721,2019-04-06T01:17:09Z,33.42194,30.73644,9.8,171.9,SLK-0053
247273721,2019-04-06T01:32:09Z,33.38507,30.74731,9.9,177.3,SLK-0053
247273721,2019-04-06T01:47:09Z,33.34588,30.75318,9.8,172.2,SLK-0053
247273721,2019-04-06T02:02:09Z,33.30866,30.76069,9.0,173.0,SLK-0053
247273721,2019-04-06T02:17:09Z,33.2743,30.76601,9.700000000000001,171.7,SLK-0053
247273721,2019-04-06T02:32:09Z,33.23117,30.77265,9.4,176.5,SLK-0053
247273721,2019-04-06T02:47:09Z,33.19706,30.78066,9.5,167.3,SLK-0053
247303200,2019-12-04T04:12:02Z,32.82382,30.64781,6.4,228.1,
247303200,2019-12-04T04:32:02Z,32.80119,30.61427,6.6,228.1,
247303200,2019-12-04T04:52:02Z,32.77855,30.58072,7.2,237.6,
247303200,2019-12-04T05:12:02Z,32.75592,30.54718,7.1,225.3,
247303200,2019-12-04T05:32:02Z,32.73328,30.51364,6.6,234.5,
247303200,2019-12-04T05:52:02Z,32.71065,30.4801,5.7,235.8,
247303200,2019-12-04T06:12:02Z,32.68801,30.44655,5.5,225.9,
247303200,2019-12-04T06:32:02Z,32.66538,30.41301,6.1,231.9,
247303200,2019-12-04T06:52:02Z,32.64275,30.37947,7.2,227.0,
247303200,2019-12-04T07:12:02Z,32.62011,30.34593,6.1,227.3,
247303200,2019-12-04T07:32:02Z,32.59748,30.31238,7.4,238.6,
247387043,2019-01-13T06:13:53Z,33.78637,28.35504,12.5,304.9,SLK-0130
247387043,2019-01-13T06:28:53Z,33.8195,28.29566,12.8,309.4,SLK-0130
247387043,2019-01-13T06:43:53Z,33.86013,28.24854,13.700000000000001,308.5,SLK-0130
247387043,2019-01-13T06:58:53Z,33.88873,28.19468,12.700000000000001,315.1,SLK-0130
247387043,2019-01-13T07:13:53Z,33.92588,28.14388,13.200000000000001,315.2,SLK-0130
247387043,2019-01-13T07:28:53Z,33.96146,28.09181,13.0,311.0,SLK-0130
247387043,2019-01-13T07:43:53Z,34.00308,28.04576,12.8,304.3,SLK-0130
247387043,2019-01-13T07:58:53Z,34.03061,27.99179,13.5,304.0,SLK-0130
247387043,2019-01-13T08:13:53Z,34.06575,27.93541,13.3,315.1,SLK-0130
247462568,2019-01-17T06:52:29Z,36.34189,30.864,4.8,260.7,SLK-0035
247462568,2019-01-17T07:07:29Z,36.33674,30.84082,4.3,261.3,SLK-0035
247462568,2019-01-17T07:22:29Z,36.33519,30.8242,4.8,254.8,SLK-0035
247462568,2019-01-17T07:37:29Z,36.33362,30.80225,4.8,259.2,SLK-0035
247462568,2019-01-17T07:52:29Z,36.32262,30.77599,4.3999999999999995,254.3,SLK-0035
247484986,2019-03-24T16:38:59Z,34.36318,30.65293,13.799999999999999,350.6,
247484986,2019-03-24T16:58:59Z,34.44213,30.65061,14.0,2.6,
247484986,2019-03-24T17:18:59Z,34.52108,30.6483,13.799999999999999,358.9,
247484986,2019-03-24T17:38:59Z,34.60003,30.64598,13.5,356.3,
247484986,2019-03-24T17:58:59Z,34.67898,30.64366,13.7,5.9,
247484986,2019-03-24T18:18:59Z,34.75794,30.64134,14.299999999999999,358.1,
247643585,2019-04-17T11:11:46Z,34.81887,29.39426,7.7,62.2,SLK-0039
247643585,2019-04-17T11:26:46Z,34.83328,29.43094,8.6,58.8,SLK-0039
247643585,2019-04-17T11:41:46Z,34.85509,29.45764,7.8,60.2,SLK-0039
247643585,2019-04-17T11:56:46Z,34.86568,29.49665,7.3,58.6,SLK-0039
247643585,2019-04-17T12:11:46Z,34.88462,29.52867,8.5,61.0,SLK-0039
247643585,2019-04-17T12:26:46Z,34.89771,29.56975,8.4,58.7,SLK-0039
247643585,2019-04-17T12:41:46Z,34.92018,29.60419,8.6,59.4,SLK-0039
247643585,2019-04-17T12:56:46Z,34.93127,29.6377,7.8,54.8,SLK-0039
247681925,2019-05-22T08:49:54Z,33.85292,34.7128,15.4,134.3,SLK-0066
247681925,2019-05-22T09:04:54Z,33.80835,34.76725,15.200000000000001,132.8,SLK-0066
247681925,2019-05-22T09:19:54Z,33.77105,34.82797,14.8,124.1,SLK-0066
247681925,2019-05-22T09:34:54Z,33.7333,34.87535,14.100000000000001,127.7,SLK-0066
247681925,2019-05-22T09:49:54Z,33.69192,34.93898,14.3,134.2,SLK-0066
248133043,2019-12-14T16:38:45Z,34.52332,30.81035,11.7,28.3,
248133043,2019-12-14T16:58:45Z,34.58427,30.84498,12.0,25.9,
248133043,2019-12-14T17:18:45Z,34.64522,30.87961,12.0,27.0,
248133043,2019-12-14T17:38:45Z,34.70616,30.91424,11.6,21.5,
248133043,2019-12-14T17:58:45Z,34.76711,30.94887,11.799999999999999,23.1,
248133043,2019-12-14T18:18:45Z,34.82806,30.98349,13.0,32.0,
248133043,2019-12-14T18:38:45Z,34.88901,31.01812,11.7,20.6,
248133043,2019-12-14T18:58:45Z,34.94995,31.05275,11.6,30.4,
248252305,2019-12-16T17:56:44Z,32.68097,34.70304,16.7,1.3,SLK-0016
248252305,2019-12-16T18:11:44Z,32.74274,34.70516,16.099999999999998,359.7,SLK-0016
248252305,2019-12-16T18:26:44Z,32.81501,34.7056,15.899999999999999,6.9,SLK-0016
248252305,2019-12-16T18:41:44Z,32.88266,34.71086,16.7,7.7,SLK-0016
248252305,2019-12-16T18:56:44Z,32.95483,34.71474,16.599999999999998,4.0,SLK-0016
248252305,2019-12-16T19:11:44Z,33.02327,34.72142,16.599999999999998,2.8,SLK-0016
248252305,2019-12-16T19:26:44Z,33.08351,34.72636,15.799999999999999,7.8,SLK-0016
248252305,2019-12-16T19:41:44Z,33.15386,34.73329,16.5,357.2,SLK-0016
248252305,2019-12-16T19:56:44Z,33.22058,34.72844,16.299999999999997,8.8,SLK-0016
248320347,2019-04-20T13:27:15Z,35.20575,31.19103,17.2,251.2,SLK-0057
248320347,2019-04-20T13:42:15Z,35.1877,31.11144,17.9,255.6,SLK-0057
248320347,2019-04-20T13:57:15Z,35.15523,31.01928,17.8,250.2,SLK-0057
248320347,2019-04-20T14:12:15Z,35.13926,30.93473,17.7,253.3,SLK-0057
248320347,2019-04-20T14:27:15Z,35.10917,30.85406,16.7,246.4,SLK-0057
248320347,2019-04-20T14:42:15Z,35.09053,30.76681,18.1,254.5,SLK-0057
248320347,2019-04-20T14:57:15Z,35.06432,30.6834,17.2,247.4,SLK-0057
248649259,2019-12-21T10:10:54Z,33.02971,29.43276,16.2,105.1,SLK-0081
248649259,2019-12-21T10:25:54Z,33.00427,29.5161,16.5,101.6,SLK-0081
248649259,2019-12-21T10:40:54Z,32.98841,29.59019,16.5,108.4,SLK-0081
248649259,2019-12-21T10:55:54Z,32.96873,29.67428,15.899999999999999,106.4,SLK-0081
248649259,2019-12-21T11:10:54Z,32.95191,29.74584,16.799999999999997,111.2,SLK-0081
248649259,2019-12-21T11:25:54Z,32.92572,29.82709,16.4,102.4,SLK-0081
248649259,2019-12-21T11:40:54Z,32.91345,29.90908,17.099999999999998,111.4,SLK-0081
248649259,2019-12-21T11:55:54Z,32.88776,29.98577,17.0,102.5,SLK-0081
248649259,2019-12-21T12:10:54Z,32.87119,30.05749,16.5,109.1,SLK-0081
248724238,2019-03-15T01:47:59Z,35.84291,32.01835,12.899999999999999,227.8,SLK-0102
248724238,2019-03-15T02:02:59Z,35.80753,31.97427,11.799999999999999,235.5,SLK-0102
248724238,2019-03-15T02:17:59Z,35.77506,31.92135,12.6,234.0,SLK-0102
248724238,2019-03-15T02:32:59Z,35.74386,31.86696,11.899999999999999,228.7,SLK-0102
248724238,2019-03-15T02:47:59Z,35.71842,31.82308,12.2,227.7,SLK-0102
